Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak,I0_used,Predicted_Class,Best_Score,Confidence,Certainty_Prob
26331011-event_pair48,26331011-event.csv,48,2,"[0.9417123287671233, 0.9476027397260274]",0.9446575342465752,0.9417123287671232,0.9476027397260274,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair196,26331011-event.csv,196,2,"[0.9444520547945205, 0.9495205479452055]",0.946986301369863,0.9444520547945204,0.9495205479452056,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair303,26331011-event.csv,303,3,"[0.9311643835616439, 0.931986301369863, 0.935]",0.9327168949771688,0.931164383561644,0.935,7300.0,IgG,0.533,0.533,0.935
26331011-event_pair210,26331011-event.csv,210,12,"[0.8818493150684932, 0.8851369863013698, 0.885958904109589, 0.8867808219178083, 0.8884246575342466, 0.8893835616438356, 0.9407534246575342, 0.9415753424657535, 0.9486986301369863, 0.9495205479452055, 0.9515753424657534, 0.9554109589041095]",0.9170890410958904,0.8818493150684932,0.9554109589041097,7300.0,apo-Tf,0.387,0.387,0.874
26331011-event_pair29,26331011-event.csv,29,2,"[0.9466438356164384, 0.9474657534246576]",0.947054794520548,0.9466438356164384,0.9474657534246576,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair60,26331011-event.csv,60,2,"[0.9471917808219178, 0.9485616438356165]",0.9478767123287672,0.9471917808219178,0.9485616438356164,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair131,26331011-event.csv,131,2,"[0.9465068493150685, 0.9514383561643835]",0.948972602739726,0.9465068493150685,0.9514383561643835,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair156,26331011-event.csv,156,2,"[0.9485616438356165, 0.9497945205479452]",0.9491780821917808,0.9485616438356164,0.9497945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair13,26331011-event.csv,13,3,"[0.7945890410958905, 0.7984246575342466, 0.8021232876712329]",0.79837899543379,0.7945890410958905,0.8021232876712329,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair296,26331011-event.csv,296,2,"[0.9478767123287671, 0.9486986301369863]",0.9482876712328768,0.9478767123287672,0.9486986301369864,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair113,26331011-event.csv,113,3,"[0.9108904109589041, 0.9184246575342466, 0.9218493150684931]",0.917054794520548,0.910890410958904,0.9218493150684932,7300.0,IgG,0.533,0.533,0.935
26331011-event_pair40,26331011-event.csv,40,3,"[0.9378767123287671, 0.9445890410958904, 0.9458219178082192]",0.9427625570776256,0.9378767123287672,0.9458219178082192,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair182,26331011-event.csv,182,2,"[0.949931506849315, 0.9507534246575342]",0.9503424657534246,0.949931506849315,0.9507534246575342,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair58,26331011-event.csv,58,3,"[0.9467808219178082, 0.9485616438356165, 0.9526712328767123]",0.9493378995433788,0.9467808219178082,0.9526712328767124,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair271,26331011-event.csv,271,3,"[0.9296575342465754, 0.9439041095890411, 0.9484246575342465]",0.940662100456621,0.9296575342465754,0.9484246575342464,7300.0,IgG,0.533,0.0,0.5
26331011-event_pair309,26331011-event.csv,309,7,"[0.8952739726027398, 0.9015753424657534, 0.9140410958904109, 0.9152739726027397, 0.9223972602739726, 0.9258219178082192, 0.9295205479452054]",0.9148434442270058,0.8952739726027398,0.9295205479452054,7300.0,IgG,0.417,0.017,0.521
26331011-event_pair16,26331011-event.csv,16,2,"[0.9485616438356165, 0.9493835616438356]",0.948972602739726,0.9485616438356164,0.9493835616438356,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair179,26331011-event.csv,179,2,"[0.9482876712328767, 0.9532191780821918]",0.9507534246575342,0.9482876712328768,0.9532191780821918,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair245,26331011-event.csv,245,2,"[0.9476027397260274, 0.9488356164383561]",0.9482191780821918,0.9476027397260274,0.948835616438356,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair135,26331011-event.csv,135,3,"[0.9456849315068493, 0.9465068493150685, 0.9485616438356165]",0.946917808219178,0.9456849315068492,0.9485616438356164,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair178,26331011-event.csv,178,3,"[0.931027397260274, 0.938972602739726, 0.9428082191780822]",0.9376027397260276,0.931027397260274,0.9428082191780822,7300.0,IgG,0.533,0.533,0.935
26331011-event_pair19,26331011-event.csv,19,12,"[0.8533561643835617, 0.8545890410958904, 0.8562328767123287, 0.8574657534246576, 0.8582876712328767, 0.898013698630137, 0.8996575342465754, 0.9043150684931507, 0.9093835616438356, 0.9106164383561643, 0.9114383561643835, 0.9582876712328767]",0.8893036529680366,0.8533561643835617,0.9582876712328768,7300.0,IgG,0.643,0.256,0.782
26331011-event_pair232,26331011-event.csv,232,3,"[0.9433561643835616, 0.945, 0.9458219178082192]",0.9447260273972604,0.9433561643835616,0.9458219178082192,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair260,26331011-event.csv,260,7,"[0.9234931506849315, 0.9297945205479452, 0.9352739726027397, 0.9360958904109589, 0.9381506849315069, 0.944041095890411, 0.9707534246575342]",0.9396575342465752,0.9234931506849317,0.9707534246575342,7300.0,IgG,0.417,0.017,0.521
26331011-event_pair194,26331011-event.csv,194,2,"[0.9452739726027397, 0.9503424657534246]",0.947808219178082,0.9452739726027396,0.9503424657534246,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair324,26331011-event.csv,324,15,"[0.8322602739726027, 0.8347260273972603, 0.8355479452054795, 0.8371917808219178, 0.8752739726027398, 0.8769178082191781, 0.8777397260273972, 0.9213013698630137, 0.9221232876712329, 0.925, 0.9262328767123288, 0.927054794520548, 0.9288356164383562, 0.9321232876712329, 0.9476027397260274]",0.8933287671232877,0.8322602739726027,0.9476027397260274,7300.0,IgG,0.417,0.029,0.536
26331011-event_pair316,26331011-event.csv,316,4,"[0.9378767123287671, 0.9386986301369863, 0.942945205479452, 0.9445890410958904]",0.941027397260274,0.9378767123287672,0.9445890410958904,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair78,26331011-event.csv,78,2,"[0.9481506849315069, 0.9489726027397261]",0.9485616438356164,0.9481506849315068,0.948972602739726,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair223,26331011-event.csv,223,10,"[0.9266438356164384, 0.9278767123287671, 0.929931506849315, 0.9328082191780822, 0.9337671232876712, 0.9378767123287671, 0.9407534246575342, 0.9558219178082191, 0.9566438356164384, 0.9588356164383561]",0.940095890410959,0.9266438356164384,0.958835616438356,7300.0,IgG,0.527,0.527,0.933
26331011-event_pair244,26331011-event.csv,244,6,"[0.9384246575342465, 0.9392465753424658, 0.9445890410958904, 0.945958904109589, 0.9467808219178082, 0.9484246575342465]",0.9439041095890413,0.9384246575342464,0.9484246575342464,7300.0,apo-Tf,0.417,0.417,0.889
26331011-event_pair285,26331011-event.csv,285,7,"[0.895, 0.8958219178082192, 0.8970547945205479, 0.9284246575342465, 0.9363698630136986, 0.9376027397260274, 0.9385616438356165]",0.9184050880626224,0.895,0.9385616438356164,7300.0,IgG,0.417,0.017,0.521
