Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak
26516008Events_pair513,26516008Events.csv,513,1,[0.5623913043478261],0.562391304,0.562391304,0.562391304
26516008Events_pair514,26516008Events.csv,514,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair515,26516008Events.csv,515,1,[0.5545652173913044],0.554565217,0.554565217,0.554565217
26516008Events_pair516,26516008Events.csv,516,2,"[0.5306521739130434, 0.5945652173913043]",0.562608696,0.530652174,0.594565217
26516008Events_pair517,26516008Events.csv,517,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair518,26516008Events.csv,518,0,[],,,
26516008Events_pair519,26516008Events.csv,519,2,"[0.5758695652173913, 0.5836956521739131]",0.579782609,0.575869565,0.583695652
26516008Events_pair520,26516008Events.csv,520,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair521,26516008Events.csv,521,2,"[0.5119565217391304, 0.5945652173913043]",0.55326087,0.511956522,0.594565217
26516008Events_pair522,26516008Events.csv,522,1,[0.605],0.605,0.605,0.605
26516008Events_pair523,26516008Events.csv,523,1,[0.456304347826087],0.456304348,0.456304348,0.456304348
26516008Events_pair524,26516008Events.csv,524,1,[0.5332608695652173],0.53326087,0.53326087,0.53326087
26516008Events_pair525,26516008Events.csv,525,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair526,26516008Events.csv,526,0,[],,,
26516008Events_pair527,26516008Events.csv,527,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair528,26516008Events.csv,528,1,[0.5389130434782609],0.538913043,0.538913043,0.538913043
26516008Events_pair529,26516008Events.csv,529,1,[0.5732608695652174],0.57326087,0.57326087,0.57326087
26516008Events_pair530,26516008Events.csv,530,1,[0.5441304347826087],0.544130435,0.544130435,0.544130435
26516008Events_pair531,26516008Events.csv,531,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair532,26516008Events.csv,532,3,"[0.4006521739130435, 0.5971739130434782, 0.6023913043478261]",0.533405797,0.400652174,0.602391304
26516008Events_pair533,26516008Events.csv,533,2,"[0.5784782608695652, 0.5971739130434782]",0.587826087,0.578478261,0.597173913
26516008Events_pair534,26516008Events.csv,534,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair535,26516008Events.csv,535,5,"[0.5836956521739131, 0.5919565217391304, 0.5971739130434782, 0.6076086956521739, 0.6158695652173913]",0.59926087,0.583695652,0.615869565
26516008Events_pair536,26516008Events.csv,536,5,"[0.5067391304347826, 0.515, 0.5758695652173913, 0.5836956521739131, 0.5997826086956521]",0.556217391,0.50673913,0.599782609
26516008Events_pair537,26516008Events.csv,537,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair538,26516008Events.csv,538,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair539,26516008Events.csv,539,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair540,26516008Events.csv,540,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair541,26516008Events.csv,541,2,"[0.5836956521739131, 0.6023913043478261]",0.593043478,0.583695652,0.602391304
26516008Events_pair542,26516008Events.csv,542,2,"[0.5971739130434782, 0.8306521739130435]",0.713913043,0.597173913,0.830652174
26516008Events_pair543,26516008Events.csv,543,1,[0.5415217391304348],0.541521739,0.541521739,0.541521739
26516008Events_pair544,26516008Events.csv,544,2,"[0.5945652173913043, 0.605]",0.599782609,0.594565217,0.605
26516008Events_pair545,26516008Events.csv,545,3,"[0.5280434782608696, 0.5358695652173913, 0.5415217391304348]",0.535144928,0.528043478,0.541521739
26516008Events_pair546,26516008Events.csv,546,2,"[0.5971739130434782, 0.6128260869565217]",0.605,0.597173913,0.612826087
26516008Events_pair547,26516008Events.csv,547,1,[0.46195652173913043],0.461956522,0.461956522,0.461956522
26516008Events_pair548,26516008Events.csv,548,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair549,26516008Events.csv,549,1,[0.5758695652173913],0.575869565,0.575869565,0.575869565
26516008Events_pair550,26516008Events.csv,550,1,[0.5176086956521739],0.517608696,0.517608696,0.517608696
